NOUN,ADJ,ADV,AUX,CONJ,CCONJ,DET,INTJ,NUM,PART,PRON,PROPN,PUNCT,SCONJ,SYM,VERB,X,SPACE,text_word_count,text_unique_word_count,sents_count,ents_count,title_word_count,title_unique_word_count,avg_word_len,stdev_word_len,polarity,subjectivity
90,42,12,17,0,11,38,0,6,14,11,48,57,6,1,38,0,9,394,211,18,44,16,16,4.287912087912088,2.7451533247517177,0.05366300366300365,0.2964835164835165
74,26,14,23,0,12,31,0,1,14,12,19,31,4,0,40,0,4,314,187,14,14,12,12,4.6579710144927535,3.024916191280955,0.022585227272727267,0.38570075757575756
73,25,6,24,0,12,39,0,5,11,25,43,43,10,0,45,0,5,370,214,13,40,12,12,4.297101449275362,2.7478613835831904,0.0,0.0
69,25,6,6,0,6,36,0,2,18,9,54,30,6,0,35,0,5,317,174,12,32,17,17,5.181034482758621,3.5412736550105905,0.0805262445887446,0.3869352002164502
58,28,7,17,0,11,34,0,2,11,11,43,37,6,0,37,0,5,298,178,12,30,13,12,4.630952380952381,2.966599186282841,0.18125000000000002,0.49375
71,17,10,9,0,5,41,0,4,7,12,24,38,2,0,34,0,7,276,166,13,16,10,10,4.523659305993691,3.013194903939985,,
74,31,9,18,0,10,52,0,0,19,10,44,30,2,0,40,0,4,351,191,14,22,8,8,4.701570680628272,2.96611619723774,0.1781080031080031,0.42521367521367526
82,38,14,19,0,13,44,0,10,12,17,56,59,4,2,41,0,6,397,216,17,55,12,12,4.220302375809935,2.827481539537069,0.1232363315696649,0.47052977886311215
59,29,6,13,0,18,31,0,7,8,11,39,39,2,2,30,0,6,297,166,12,25,11,11,4.488165680473373,2.944820259069338,0.07337146980004124,0.27683725005153575
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,3,0,0,9,9,1,1,6,6,4.2,2.573367875415838,0.22170118343195266,0.41463182117028274
117,44,15,27,0,29,55,0,16,16,21,78,80,3,5,58,0,10,550,260,24,52,8,8,4.590551181102362,3.0135193033427323,-0.031746031746031744,0.4746031746031746
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,3,0,0,9,9,1,1,18,17,4.2,2.573367875415838,0.06962919594067135,0.344519906323185
173,55,16,21,0,32,64,0,2,22,22,147,113,4,5,71,0,13,720,385,22,87,14,13,4.855278766310795,3.2402501313762047,,
225,85,38,34,0,38,74,0,0,34,31,57,115,11,0,99,0,11,831,394,31,34,12,12,4.681052631578948,3.095317335449172,0.07928321678321677,0.41716200466200465
180,56,16,21,0,32,64,0,12,22,22,150,121,4,5,71,1,21,750,403,21,87,14,13,4.809307604994324,3.4496316795550546,0.08881461675579323,0.376849376114082
89,37,12,20,0,17,44,0,4,9,14,22,50,7,0,39,0,6,364,213,12,20,8,8,4.673913043478261,3.129558471232927,0.06580086580086579,0.37168831168831173
92,36,4,13,0,8,38,1,11,3,9,147,58,0,0,39,0,6,454,263,27,72,13,10,4.881091617933723,3.560236832858579,0.16805555555555557,0.3675925925925926
155,70,28,32,0,20,60,0,13,6,11,33,73,8,0,48,0,9,568,276,23,33,6,6,4.917316692667707,3.119148968646984,0.0,0.0
55,23,4,5,0,10,19,0,0,4,6,12,19,1,0,19,0,5,186,117,6,8,6,6,5.0,3.19005808540147,0.07562500000000003,0.41187500000000005
120,45,8,20,0,14,41,0,5,19,18,39,37,10,0,47,0,9,462,229,18,32,29,25,4.960079840319361,3.220932038030728,,
76,34,3,10,0,17,19,1,7,3,5,33,44,3,0,24,0,11,285,172,11,19,22,22,5.030120481927711,4.986295052844377,0.0,0.0
141,56,19,22,0,24,38,0,4,10,11,28,58,7,0,63,0,4,476,254,16,21,7,7,5.226168224299065,3.296699531252878,0.2228818800247372,0.42547928262213974
84,24,21,14,0,13,39,0,8,7,12,47,41,10,0,45,0,7,381,218,15,38,12,12,5.052132701421801,3.163349002791961,0.06521464646464646,0.5796296296296296
76,31,14,15,0,15,32,0,0,7,16,31,33,2,0,30,0,4,315,192,13,23,15,14,4.655270655270655,2.978632356006816,0.062499999999999986,0.3854166666666667
144,48,13,23,0,29,48,1,10,17,13,55,71,6,0,61,0,10,544,306,19,38,6,6,4.875,3.0458221419388893,-0.05097402597402597,0.44119769119769126
144,46,13,22,0,27,49,0,7,11,19,52,61,3,1,41,1,8,508,267,20,32,13,13,4.601739130434782,3.004583682069817,0.051628787878787885,0.3636931818181818
124,38,15,28,0,18,77,0,4,16,30,73,63,8,0,57,0,8,576,272,24,57,15,15,4.4671875,2.8606966269959124,0.1255109231853418,0.44437984496124033
50,24,13,15,0,7,23,0,2,4,10,23,17,4,0,22,0,3,223,139,10,20,14,14,4.691358024691358,2.7782001515428014,0.12794117647058825,0.4061348781937017
63,26,11,13,0,12,42,0,1,21,15,46,34,9,0,52,0,5,354,199,13,29,10,10,4.407216494845361,2.9057813680133653,0.13282436162870945,0.40194829325264103
80,39,6,12,0,14,34,0,3,15,18,45,42,3,0,40,0,6,359,220,11,35,19,18,4.571782178217822,2.838462483904833,0.10876190476190477,0.2500952380952381
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,3,0,0,9,9,1,1,7,7,4.2,2.573367875415838,0.10058802308802309,0.33546536796536797
73,36,9,12,0,15,45,0,9,13,20,29,36,6,0,42,0,6,350,190,18,29,16,15,4.385604113110539,2.8284997403241823,0.14222488038277512,0.4133572567783094
61,26,5,7,0,9,28,0,5,2,7,23,46,2,0,21,1,3,228,148,9,18,13,13,4.570909090909091,3.2886485103385694,0.21863636363636366,0.4779545454545454
63,31,5,13,0,10,19,0,5,15,14,19,27,3,0,30,0,4,249,156,11,15,16,16,5.0144927536231885,3.2033743737079994,0.32525252525252524,0.4448232323232324
132,32,20,22,0,20,25,0,17,16,26,26,53,7,0,57,1,8,464,253,26,36,11,10,4.490421455938697,3.0379721325384184,0.04755244755244755,0.19184149184149185
70,30,12,12,0,16,39,0,6,8,14,67,37,9,0,45,0,6,393,218,10,41,6,6,5.06046511627907,3.3255484525767027,0.14222488038277512,0.4133572567783094
58,20,7,5,0,8,18,0,9,2,2,20,35,1,0,23,0,4,210,137,8,18,14,14,5.110204081632653,3.332665261478452,0.15524453024453022,0.39088209088209086
55,22,9,15,0,8,26,0,1,5,16,37,27,7,2,37,0,5,274,161,11,24,10,10,4.7631578947368425,2.971230239598262,0.1565223665223665,0.41295815295815286
103,32,2,4,0,21,19,0,6,7,5,15,30,3,1,25,0,2,292,156,5,19,15,14,5.222910216718266,3.1087686366169653,0.0,0.0
170,54,18,21,0,31,55,0,10,11,17,58,80,11,0,66,2,8,608,303,19,37,11,11,4.952173913043478,3.226662719657919,0.050955988455988456,0.34590548340548344
34,26,5,4,0,10,7,0,3,4,4,30,21,1,0,10,0,4,150,97,7,23,14,14,4.966101694915254,3.2349271192520104,0.04761904761904762,0.2654761904761905
56,23,6,5,0,8,31,0,3,12,7,39,29,3,0,28,0,4,254,149,8,26,24,20,4.894736842105263,3.326611705785251,0.10836038961038963,0.37072510822510824
123,37,10,23,0,15,36,0,8,15,11,39,48,7,0,50,0,4,434,240,16,29,17,16,4.898550724637682,3.060262303156858,0.1764705882352941,0.3411764705882353
31,18,9,7,0,7,24,0,1,7,11,21,24,2,2,18,0,2,178,110,7,18,11,11,4.271844660194175,2.963828028180765,0.05439049586776858,0.3712736127508855
127,58,13,21,0,15,43,0,16,13,12,47,48,5,1,44,0,4,489,272,19,43,10,10,5.022263450834879,3.1651367708281253,0.05805555555555556,0.3727380952380953
84,35,8,11,0,16,37,0,2,7,14,89,66,5,0,33,0,7,397,239,10,34,7,7,4.545258620689655,3.063422318985934,0.11845839345839344,0.4100619288119288
172,84,33,47,0,38,83,0,12,23,62,51,106,14,0,94,0,10,801,377,34,51,17,16,4.498360655737705,2.952717759518868,0.20720651897122483,0.4342330871742637
60,20,10,10,0,13,26,0,0,10,10,20,29,1,0,30,0,5,245,137,8,12,14,14,4.672727272727273,3.1637461940068614,0.011443602693602695,0.34107744107744103
73,25,12,16,0,15,27,0,4,6,14,33,42,1,0,36,0,5,300,175,11,21,9,9,4.6502890173410405,3.2153098307210155,0.1262770562770563,0.40952380952380946
92,55,20,26,0,22,42,0,0,5,23,42,57,6,0,41,0,9,437,237,20,23,15,14,4.5951417004048585,2.9302328203579635,0.06679760568649458,0.4223157500935279
67,33,10,15,0,21,50,0,0,14,13,51,39,4,0,44,0,7,369,199,16,37,21,20,4.622871046228711,2.969168813709651,0.07382369614512473,0.4493055555555555
105,53,24,30,0,14,49,0,12,13,16,38,58,10,0,57,2,10,489,254,19,30,16,16,4.610200364298725,2.9368607793276738,-0.0843039235896379,0.28324744039029753
67,31,5,7,0,11,15,0,3,6,6,21,30,3,0,26,1,3,242,130,11,11,15,14,5.069343065693431,3.418160121245865,0.12473086124401915,0.39194909622541196
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,3,0,0,9,9,1,1,6,6,4.2,2.573367875415838,0.11210866428257733,0.3659545768241421
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,3,0,0,9,9,1,1,9,9,4.2,2.573367875415838,-0.010367063492063486,0.3401785714285714
158,51,23,40,0,31,70,1,2,26,23,88,103,16,1,67,2,14,689,316,27,48,10,10,4.355805243445693,2.9320631613289763,0.1570831693558966,0.36955332546241637
84,38,14,42,0,20,66,0,1,15,32,57,50,16,0,50,0,6,493,240,19,38,19,19,4.544117647058823,3.0619572624564406,0.028571428571428564,0.40952380952380957
41,17,8,5,0,7,10,0,16,8,17,15,18,2,1,22,0,3,193,125,10,26,11,11,4.018691588785047,2.48934370524436,0.14181286549707603,0.3442982456140351
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,3,0,0,9,9,1,1,6,6,4.2,2.573367875415838,,
98,30,10,22,0,18,31,0,4,8,15,43,61,6,0,46,0,7,397,224,18,24,17,17,4.546840958605665,2.994807339885971,0.0,0.0
71,19,8,20,0,15,31,0,10,17,12,39,37,4,0,40,1,7,332,172,18,30,20,19,4.315363881401617,2.672230784799932,0.0,0.0
85,31,15,12,0,20,36,0,2,16,14,46,52,5,0,36,0,8,366,210,11,31,20,20,4.569047619047619,2.9872432111397096,0.0,0.0
104,41,8,10,0,15,36,0,2,9,8,10,25,0,0,30,0,4,323,189,14,11,6,6,5.198275862068965,4.0134209162581405,0.0,0.0
32,14,8,11,0,7,19,0,1,8,20,50,24,3,0,28,0,4,227,128,10,25,17,17,4.399209486166008,2.7607508769090523,0.0,0.0
61,19,5,10,0,6,30,0,3,11,7,29,25,3,0,33,0,7,256,151,7,18,13,13,4.75886524822695,3.185600853886544,0.20192307692307693,0.4737179487179487
63,17,8,14,0,12,29,0,2,6,14,29,23,4,0,30,0,4,264,161,9,21,16,16,4.740484429065744,2.976491416651917,0.1019399367037162,0.3486999745661163
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,3,0,0,9,9,1,1,8,8,4.2,2.573367875415838,0.09366792929292932,0.32831439393939393
143,79,28,24,0,28,46,0,7,17,27,19,69,8,2,59,0,12,543,295,29,25,13,13,4.681159420289855,3.0029205045758776,0.14131944444444444,0.41235119047619045
53,21,5,13,0,17,19,0,5,6,17,99,39,2,1,36,0,4,345,211,15,39,20,18,4.984455958549223,3.1851549884821484,0.03554292929292929,0.42935606060606063
65,26,5,5,0,7,43,0,2,8,6,59,36,0,0,26,0,4,296,171,8,26,10,10,5.057228915662651,3.273030253617417,0.11608150470219435,0.45860501567398115
129,49,16,17,0,23,46,0,4,10,16,47,57,3,4,51,0,6,481,249,15,30,23,19,4.7440147329650095,3.027371458563026,0.14700828157349896,0.27012422360248445
76,18,3,10,0,18,30,0,3,10,9,56,45,3,0,30,0,5,299,176,13,26,8,8,4.575581395348837,3.13730255147283,0.08533254624163715,0.353215269578906
68,25,3,6,0,15,20,0,8,6,2,77,69,2,1,20,0,9,298,178,6,25,22,20,4.579088471849866,3.3299378768465138,0.12638888888888888,0.49097222222222225
112,39,10,11,0,23,27,0,3,13,8,19,44,3,0,42,0,9,364,195,16,13,12,12,4.572127139364303,2.891892931782573,,
60,35,7,9,0,8,35,0,2,13,11,24,26,1,0,31,0,4,274,158,11,24,20,20,4.683333333333334,2.832513488835845,0.0,0.0
38,18,2,7,0,9,13,0,1,3,5,14,18,3,0,14,0,1,145,101,6,16,11,11,4.737804878048781,2.9595697019312714,0.0,0.0
126,35,6,8,0,18,22,1,5,11,5,29,42,3,1,50,0,7,369,206,11,12,11,11,5.416464891041162,3.340821376947911,0.14583333333333334,0.3479166666666666
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,3,0,0,9,9,1,1,7,7,4.2,2.573367875415838,0.22937500000000002,0.4233035714285714
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,3,0,0,9,9,1,1,11,11,4.2,2.573367875415838,0.03281250000000001,0.315625
54,26,11,17,0,7,35,0,1,14,20,57,41,8,0,37,0,6,331,181,11,36,14,14,4.559139784946237,2.852009706479318,0.0,0.0
87,41,13,18,0,29,33,0,7,14,7,45,47,3,2,40,0,5,382,204,16,32,16,14,4.68677494199536,2.9651913217889496,0.12294973544973545,0.30143976393976396
94,51,26,23,0,16,67,0,6,24,24,64,49,7,0,59,0,5,549,271,22,49,15,15,4.579298831385643,2.9556315798773927,0.24339225589225588,0.4886784511784512
51,37,5,15,0,15,34,0,5,7,18,61,37,5,0,22,0,7,325,164,13,31,13,11,4.672176308539945,3.1883719068426197,0.17879689754689757,0.3376893939393939
30,12,3,10,0,4,14,0,1,3,5,20,13,3,0,19,0,2,139,107,6,14,13,13,4.823529411764706,2.982664049087889,0.1341329966329966,0.5285143097643097
75,25,10,13,0,4,31,0,1,11,9,22,31,4,0,30,0,5,274,162,11,19,13,13,4.710097719869707,2.983176519631778,0.1819727891156463,0.3675170068027211
206,74,29,38,0,26,60,0,19,21,35,32,83,13,0,91,0,17,759,340,37,36,17,17,4.578014184397163,2.8443551621687404,0.18040404040404043,0.39227272727272733
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,3,0,0,9,9,1,1,7,7,4.2,2.573367875415838,0.0,0.0
121,39,11,20,0,25,47,0,9,20,11,34,52,5,0,42,0,12,448,225,19,35,17,16,4.773359840954274,3.109605674988693,,
100,36,19,21,0,20,44,0,2,11,20,54,48,6,0,52,0,9,452,228,22,36,12,12,4.680638722554891,2.966783509327495,0.04093816631130064,0.36074298835492863
160,56,27,23,0,27,46,0,2,19,32,118,120,9,1,84,0,16,685,361,25,46,13,13,4.830445544554456,3.2640452470782217,0.08575396825396824,0.2747619047619047
72,29,23,21,0,11,26,0,1,9,25,28,29,12,0,32,0,5,333,203,14,20,12,12,4.873972602739726,3.1027295408467257,0.19749053030303032,0.49120107323232326
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,3,0,0,9,9,1,1,7,7,4.2,2.573367875415838,0.0032296650717703367,0.25023923444976076
128,50,10,23,0,24,50,0,7,16,19,54,69,4,0,63,0,10,524,273,20,27,11,11,5.013490725126475,3.4781878422357626,0.11336898395721927,0.31907308377896604
199,106,31,32,0,30,60,0,36,34,23,100,105,6,1,99,0,16,874,412,37,79,17,16,4.723963599595551,3.149391378560917,0.02513157894736842,0.39475146198830413
98,31,14,13,0,24,26,0,15,12,13,48,54,4,0,38,0,5,399,226,13,45,15,15,4.682119205298013,2.9374847638704527,0.16425438596491226,0.38991228070175443
46,15,3,7,0,9,25,1,6,5,3,131,40,2,0,18,0,20,333,199,13,52,7,7,5.024128686327078,3.1224055216226843,0.0,0.0
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,3,0,0,9,9,1,1,10,10,4.2,2.573367875415838,0.14975451377890403,0.3884383908774152
32,16,4,2,0,6,9,0,2,1,2,20,23,1,0,10,0,1,123,89,5,12,9,9,4.891156462585034,3.637945475618204,0.0,0.0
252,89,43,54,0,52,70,0,12,29,47,28,109,17,0,129,0,22,947,446,34,24,12,12,4.885416666666667,3.1678382924444564,0.11103485838779956,0.43520697167755984
60,14,5,10,0,12,17,0,7,3,8,146,50,0,0,38,0,7,357,209,16,75,11,11,4.916461916461916,3.3715557887055576,0.028060177669552676,0.45405393217893214
54,24,8,14,0,12,24,0,6,7,15,62,49,0,0,26,0,13,303,174,13,31,12,12,4.332386363636363,3.094941555976984,0.06103240194149286,0.3896727010363374
364,91,37,59,0,54,119,1,51,47,54,76,147,18,8,173,2,47,1309,526,37,98,12,12,4.527199462726662,3.0534165182592115,0.11815958815958817,0.528043758043758
54,15,4,7,0,12,28,0,9,3,2,65,32,3,3,14,0,4,253,156,9,41,19,18,4.593103448275862,3.0802340083758004,0.13053535353535356,0.2880252525252525
45,26,9,15,0,9,35,0,0,8,12,41,31,4,0,32,0,6,270,158,13,26,13,11,4.622516556291391,3.0143438305808545,0.13028571428571428,0.4351904761904762
80,36,12,24,0,23,43,0,6,9,21,67,78,4,0,45,0,11,441,239,18,56,13,12,4.125,2.6933426095339983,0.0,0.0
78,22,7,14,0,17,36,0,2,11,16,32,32,2,0,38,0,5,329,174,15,30,16,14,4.642659279778393,2.9130468237699416,0.19127312081857537,0.4216450216450216
96,31,11,12,0,13,33,0,7,15,20,25,39,6,0,45,0,8,356,190,13,23,12,11,4.646039603960396,2.982323300116489,0.17715617715617718,0.3195804195804196
64,18,6,8,0,12,24,0,4,2,10,24,29,2,0,25,0,5,233,138,11,16,10,10,5.003802281368821,3.287146026407417,0.12818491032776747,0.30715831787260356
307,122,63,64,0,54,97,0,7,47,98,33,118,18,0,157,0,13,1214,559,61,40,10,10,4.820973782771536,3.209129211392725,0.165467462644882,0.33939743052646276
40,15,4,16,0,10,37,0,1,8,17,37,20,6,0,24,0,3,245,131,7,24,12,12,4.323308270676692,2.7280482267093618,,
64,24,8,19,0,6,18,0,1,25,19,30,26,7,0,42,0,4,299,178,8,20,16,16,4.562691131498471,2.8047204030485706,0.0893250688705234,0.2940771349862259
79,38,7,17,0,13,42,0,2,12,18,29,39,5,1,32,0,4,339,188,12,25,20,18,4.75197889182058,3.0134996160711887,0.17794475365903942,0.5574500103071531
57,26,10,9,0,5,40,0,6,8,8,43,42,6,1,29,0,4,290,170,10,29,12,10,4.498498498498498,2.9459228764725403,0.10949675324675325,0.5418019480519481
81,30,17,17,0,18,26,0,10,10,10,31,41,3,1,35,0,8,323,201,12,26,7,7,4.386486486486486,2.91976371340102,,
125,48,14,24,0,19,57,0,7,15,24,39,57,11,0,52,0,9,508,270,19,36,14,14,4.2663139329806,2.801055642787699,0.15628918495297806,0.4322013235806339
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,3,0,0,9,9,1,1,10,10,4.2,2.573367875415838,0.11130952380952382,0.3439484126984127
129,44,13,33,0,32,78,1,7,21,46,77,96,11,1,59,0,12,623,293,31,54,29,27,4.329218106995885,2.9864592891257957,0.0,0.0
211,87,21,31,0,37,69,0,9,15,19,40,64,4,2,59,1,9,696,340,29,41,17,16,4.605433376455369,2.8340676336490285,0.05136521464646463,0.32769886363636364
41,23,10,12,0,10,29,0,9,4,3,19,26,3,0,13,0,2,203,130,8,20,6,6,4.318777292576419,2.728769128117993,0.02907407407407408,0.4992768959435626
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,3,0,0,9,9,1,1,19,18,4.2,2.573367875415838,0.17825670498084295,0.2875478927203065
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,3,0,0,9,9,1,1,10,10,4.2,2.573367875415838,,
52,23,8,14,0,12,22,0,4,8,9,24,27,5,0,31,0,3,235,150,10,19,13,13,4.950570342205324,3.2844518141190213,0.08333333333333333,0.363095238095238
110,58,19,24,0,18,45,0,4,22,36,32,43,7,0,63,0,8,511,257,19,33,15,15,4.61981981981982,2.758243954904809,0.019012707722385138,0.2890029325513197
57,32,13,13,0,14,43,0,0,7,25,58,42,5,0,32,0,4,353,199,18,43,21,21,4.448362720403023,2.804303797254069,0.02642857142857144,0.39089285714285715
57,36,4,10,0,13,27,0,1,2,7,17,23,1,0,22,0,4,237,135,8,22,11,11,4.675572519083969,2.841552422365341,0.03265765765765766,0.37342342342342344
126,38,21,28,0,28,61,0,4,27,43,50,63,7,0,77,0,8,585,261,25,43,21,17,4.274119448698316,2.6917086446025165,0.11292234188575653,0.30662504839334104
178,60,44,35,0,18,81,1,8,14,18,38,91,6,0,66,0,10,657,337,32,31,15,14,4.852,3.1959946561996326,0.0967401285583104,0.31455463728191
67,27,10,20,0,10,18,1,12,12,16,32,36,6,0,32,0,5,297,169,15,29,13,13,4.142857142857143,2.6548422991323344,0.0,0.0
95,31,12,20,0,10,56,0,1,12,18,48,49,8,0,47,0,6,421,220,15,35,19,19,4.526539278131635,2.872251048050712,0.03229918229918231,0.2779341029341029
128,49,18,16,0,31,49,0,21,19,16,104,94,1,1,58,0,15,611,317,17,82,15,14,4.642149929278642,3.099498253306264,0.0,0.0
139,54,13,33,0,24,61,0,11,17,29,49,71,4,0,59,0,13,580,301,20,43,13,13,4.519877675840979,2.978545435271317,0.043684700715950715,0.31610225711788204
64,21,5,9,0,8,32,0,4,7,7,49,40,2,0,28,0,4,277,169,12,23,15,14,4.583596214511041,3.079656965688669,0.21870006887052346,0.45225624754033833
61,34,12,17,0,12,39,0,0,12,16,37,38,5,0,37,0,7,315,186,14,27,12,12,4.519662921348314,2.9583314480430443,0.051497200715950715,0.32391475711788204
76,34,7,17,0,8,37,0,4,19,10,38,37,4,0,38,0,6,340,182,13,35,20,18,4.833333333333333,2.9462469945313727,0.0564,0.32726666666666665
67,31,19,14,0,11,43,0,4,12,21,65,39,4,0,40,1,5,390,213,17,51,13,13,4.593023255813954,2.8258625226869944,,
80,23,9,14,0,7,29,0,7,6,8,32,36,2,0,26,0,7,287,168,12,14,13,13,4.632716049382716,3.03707391863186,0.12047491039426522,0.43974014336917555
36,27,12,19,0,14,33,0,2,17,19,61,40,1,0,33,0,6,314,176,16,47,9,9,4.327683615819209,2.75947438264174,0.09053030303030303,0.3496212121212121
155,62,22,27,0,19,65,0,10,9,21,46,88,6,0,67,0,12,612,314,26,41,16,16,4.734664764621969,3.184930509719546,0.026519360269360265,0.27061568061568064
54,23,13,9,0,11,23,0,2,7,11,40,39,0,0,27,0,4,253,141,9,22,7,7,4.773972602739726,3.24226925738612,,
102,39,16,14,0,23,31,0,2,13,30,44,57,5,0,60,0,11,434,214,14,29,14,13,4.837398373983739,3.076417054615337,0.11636363636363635,0.45295454545454555
91,33,10,15,0,12,30,0,19,11,13,45,36,6,9,49,0,8,394,201,22,48,20,18,4.1307339449541285,2.4389314435882063,0.1461465702319361,0.48404955478126205
75,19,11,17,0,14,24,0,12,4,7,39,38,3,0,30,0,6,297,190,11,32,10,10,4.817109144542773,3.214547538703506,0.1652157738095238,0.4977238906926407
79,53,13,19,0,15,43,0,0,11,25,44,47,10,0,42,0,6,407,225,15,37,17,16,4.756043956043956,3.1726810460697186,0.09151138716356108,0.44827467218771566
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,3,0,0,9,9,1,1,6,6,4.2,2.573367875415838,0.1277068070818071,0.524090354090354
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,3,0,0,9,9,1,1,11,11,4.2,2.573367875415838,0.09750830564784053,0.3048172757475082
115,35,12,14,0,25,18,0,6,12,24,38,56,3,0,42,0,4,394,229,17,24,14,14,4.871111111111111,3.0622801978098835,0.11970899470899472,0.4144179894179894
91,40,4,15,0,13,26,0,19,12,10,26,43,4,0,41,0,3,344,195,10,28,16,16,4.600515463917525,3.0622650822338646,0.041687552213868,0.4807435254803676
106,33,18,35,0,23,62,0,3,15,38,126,70,6,0,52,0,12,610,263,27,79,6,6,4.455212922173275,2.743678293750468,0.10487460815047021,0.41590386624869385
42,22,6,10,0,4,25,0,18,5,11,14,23,1,0,20,0,2,206,122,12,29,9,9,4.064935064935065,2.694621030082914,0.0994345238095238,0.2492261904761905
212,97,37,68,0,49,83,0,11,31,87,49,94,22,0,128,0,13,1001,447,46,50,13,13,4.7000911577028255,3.099377437910974,0.0,0.0
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,3,0,0,9,9,1,1,10,10,4.2,2.573367875415838,0.2118212739641311,0.4543248814677386
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,3,0,0,9,9,1,1,10,9,4.2,2.573367875415838,0.09621212121212123,0.3696969696969697
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,3,0,0,9,9,1,1,11,11,4.2,2.573367875415838,0.16101576994434136,0.45665970933828076
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,3,0,0,9,9,1,1,9,9,4.2,2.573367875415838,,
135,47,15,22,0,28,81,0,5,18,41,68,57,4,0,64,0,8,618,281,24,57,11,11,4.454142011834319,2.7593822181293928,0.03884757715402876,0.5283270492947911
74,38,8,15,0,13,27,0,4,13,12,28,30,3,0,32,0,3,312,197,11,24,6,6,4.944606413994169,3.182530679494489,0.08677803379416282,0.3352073732718893
97,39,15,19,0,16,27,0,2,12,13,25,47,5,1,45,0,7,367,207,16,18,14,14,4.806763285024155,3.1708955902957032,0.18616071428571432,0.4215029761904762
116,36,11,17,0,23,29,0,0,8,12,17,50,4,0,37,0,7,362,194,15,15,14,13,4.951456310679611,3.309291323865749,-0.18033333333333332,0.46157142857142863
80,30,11,32,0,15,53,0,9,9,30,104,59,4,1,38,0,11,478,221,23,56,15,15,4.410681399631676,2.856796792077038,0.12769159852493187,0.2983385441718775
160,51,20,21,0,18,46,0,26,8,18,57,55,5,10,54,3,15,589,306,25,66,11,11,4.672839506172839,3.0173742065720504,0.18057712215320915,0.3140916149068323
70,39,1,12,0,15,26,0,3,10,7,33,41,6,0,30,0,4,284,173,9,15,13,13,4.9,3.3894615867456466,0.21851851851851847,0.40370370370370373
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,3,0,0,9,9,1,1,10,10,4.2,2.573367875415838,0.12552631578947368,0.4330701754385964
124,58,13,17,0,26,29,0,17,20,28,55,74,4,0,59,0,17,530,276,18,52,7,7,4.653973509933775,3.0887052742647003,0.1197625606716516,0.3993637675455857
98,44,11,23,0,32,34,0,2,8,18,79,78,2,0,35,0,8,436,233,15,60,14,13,4.762088974854932,3.163422535696892,0.121,0.33599999999999997
160,82,17,24,0,44,56,0,7,19,27,90,91,11,0,79,0,13,711,358,27,50,9,9,4.855900621118012,3.1977301635795943,0.12159000721500722,0.36600108225108224
143,42,13,20,0,28,37,1,16,14,16,77,62,11,0,50,0,11,540,281,25,53,11,10,4.759868421052632,3.1760379588571706,0.13288248337028832,0.4400554323725055
55,21,9,8,0,15,30,0,7,9,7,88,53,2,0,24,0,9,331,193,9,51,10,10,4.606217616580311,3.072350543835832,0.09739767807949626,0.3136691591237045
98,43,17,14,0,25,51,1,0,12,24,46,49,3,0,45,1,7,448,224,14,35,16,15,4.591549295774648,2.9764141756219438,0.07175925925925926,0.374537037037037
48,10,8,7,0,10,17,0,0,5,2,18,18,1,0,20,0,3,172,107,6,8,12,12,4.9162303664921465,3.068223972700163,0.11165689149560118,0.38751221896383187
37,16,7,8,0,9,17,0,3,2,12,18,21,3,0,20,0,2,171,113,4,19,12,11,4.438775510204081,2.7792872228855026,0.034730006835269986,0.4506396673501937
43,17,3,4,0,8,26,0,3,7,5,48,21,2,0,21,0,4,212,127,7,30,12,12,4.940425531914894,3.0065213716718686,,
98,44,19,24,0,16,40,0,12,10,18,36,55,5,0,48,0,10,429,236,18,31,16,15,4.705761316872428,3.134419451108964,0.05925287356321841,0.4407471264367816
54,34,16,13,0,10,38,0,1,5,12,28,33,6,0,28,0,5,288,175,10,27,15,15,4.751552795031056,3.195657208720355,0.08260080968414302,0.39094817219817224
79,25,10,19,0,15,50,0,6,15,30,73,47,4,0,52,0,8,426,228,16,51,13,12,4.582278481012659,2.88368272998075,0.10746503496503496,0.3626398601398601
